,week,position,song,artist
32867,4/6/2013,28,Poetic Justice,Kendrick Lamar
32868,4/6/2013,29,Two Black Cadillacs,Carrie Underwood
32869,4/6/2013,30,Try,P!nk
32870,4/6/2013,31,Daylight,Maroon 5
32871,4/6/2013,32,Sail,Awolnation
32872,4/6/2013,33,I Love It,Icona Pop
32873,4/6/2013,34,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
32874,4/6/2013,35,Wagon Wheel,Darius Rucker
32875,4/6/2013,36,Downtown,Lady Antebellum
32876,4/6/2013,37,Bugatti,Ace Hood
32877,4/6/2013,38,Feel This Moment,Pitbull
32878,4/6/2013,39,Bad,Wale
32879,4/6/2013,40,Madness,Muse
32880,4/13/2013,1,Thrift Shop,"Macklemore, Ryan Lewis"
32881,4/13/2013,2,When I Was Your Man,Bruno Mars
32882,4/13/2013,3,Suit &amp; Tie,Justin Timberlake
32883,4/13/2013,4,Harlem Shake,Baauer
32884,4/13/2013,5,Just Give Me A Reason,P!nk
32885,4/13/2013,6,Radioactive,Imagine Dragons
32886,4/13/2013,7,Started From The Bottom,Drake
32887,4/13/2013,8,The Way,Ariana Grande
32888,4/13/2013,9,Stay,Rihanna
32889,4/13/2013,10,Feel This Moment,Pitbull
32890,4/13/2013,11,Mirrors,Justin Timberlake
32891,4/13/2013,12,Can't Hold Us,"Macklemore, Ryan Lewis"
32892,4/13/2013,13,I Knew You Were Trouble,Taylor Swift
32893,4/13/2013,14,Sweet Nothing,Calvin Harris
32894,4/13/2013,15,F**kin Problems,A$AP Rocky
32895,4/13/2013,16,Ho Hey,Lumineers
32896,4/13/2013,17,Pour It Up,Rihanna
32897,4/13/2013,18,Love Me,"Lil Wayne, Drake"
32898,4/13/2013,19,Carry On,Fun.
32899,4/13/2013,20,My Life,"50 Cent, Eminem"
32900,4/13/2013,21,The Only Way I Know,"Jason Aldean, Luke Bryan"
32901,4/13/2013,22,Don't You Worry Child,Swedish House Mafia
32902,4/13/2013,23,I Will Wait,Mumford
32903,4/13/2013,24,Locked Out Of Heaven,Bruno Mars
32904,4/13/2013,25,Some Nights,Fun.
32905,4/13/2013,26,Mama's Broken Heart,Miranda Lambert
32906,4/13/2013,27,Heart Attack,Demi Lovato
32907,4/13/2013,28,Sure Be Cool If You Did,Blake Shelton
32908,4/13/2013,30,Try,P!nk
32909,4/13/2013,31,Bugatti,Ace Hood
32910,4/13/2013,32,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
32911,4/13/2013,33,I Love It,Icona Pop
32912,4/13/2013,34,Madness,Muse
32913,4/13/2013,35,Downtown,Lady Antebellum
32914,4/13/2013,36,Sail,Awolnation
32915,4/13/2013,37,Little Things,One Direction
32916,4/13/2013,38,Wagon Wheel,Darius Rucker
32917,4/13/2013,39,Daylight,Maroon 5
32918,4/13/2013,39,Get Your Shine On,Florida Georgia Line
32919,4/13/2013,40,Bad,Wale
32920,4/20/2013,1,When I Was Your Man,Bruno Mars
32921,4/20/2013,2,Thrift Shop,"Macklemore, Ryan Lewis"
32922,4/20/2013,3,Just Give Me A Reason,P!nk
32923,4/20/2013,4,Stay,Rihanna
32924,4/20/2013,5,Suit &amp; Tie,Justin Timberlake
32925,4/20/2013,6,Can't Hold Us,"Macklemore, Ryan Lewis"
32926,4/20/2013,7,Cruise,Florida Georgia Line
32927,4/20/2013,8,Feel This Moment,Pitbull
32928,4/20/2013,9,Started From The Bottom,Drake
32929,4/20/2013,10,Harlem Shake,Baauer
32930,4/20/2013,11,The Way,Ariana Grande
32931,4/20/2013,12,Radioactive,Imagine Dragons
32932,4/20/2013,13,F**kin Problems,A$AP Rocky
32933,4/20/2013,14,Mirrors,Justin Timberlake
32934,4/20/2013,15,Some Nights,Fun.
32935,4/20/2013,16,Love Me,"Lil Wayne, Drake"
32936,4/20/2013,17,Ho Hey,Lumineers
32937,4/20/2013,18,I Knew You Were Trouble,Taylor Swift
32938,4/20/2013,20,My Life,"50 Cent, Eminem"
32939,4/20/2013,21,Pour It Up,Rihanna
32940,4/20/2013,22,Sweet Nothing,Calvin Harris
32941,4/20/2013,23,Bugatti,Ace Hood
32942,4/20/2013,24,Heart Attack,Demi Lovato
32943,4/20/2013,25,Carry On,Fun.
32944,4/20/2013,26,Mama's Broken Heart,Miranda Lambert
32945,4/20/2013,27,Madness,Muse
32946,4/20/2013,28,I Love It,Icona Pop
32947,4/20/2013,28,Don't You Worry Child,Swedish House Mafia
32948,4/20/2013,29,I Will Wait,Mumford
32949,4/20/2013,30,The Only Way I Know,"Jason Aldean, Luke Bryan"
32950,4/20/2013,31,Wagon Wheel,Darius Rucker
32951,4/20/2013,32,Bad,Wale
32952,4/20/2013,33,Get Your Shine On,Florida Georgia Line
32953,4/20/2013,34,Locked Out Of Heaven,Bruno Mars
32954,4/20/2013,35,Sure Be Cool If You Did,Blake Shelton
32955,4/20/2013,36,Downtown,Lady Antebellum
32956,4/20/2013,37,Get Your Shine On,Florida Georgia Line
32957,4/20/2013,38,Try,P!nk
32958,4/20/2013,39,Daylight,Maroon 5
32959,4/20/2013,40,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
32960,4/27/2013,1,Just Give Me A Reason,P!nk
32961,4/27/2013,2,Thrift Shop,"Macklemore, Ryan Lewis"
32962,4/27/2013,3,When I Was Your Man,Bruno Mars
32963,4/27/2013,4,Stay,Rihanna
32964,4/27/2013,5,Can't Hold Us,"Macklemore, Ryan Lewis"
32965,4/27/2013,6,Mirrors,Justin Timberlake
32966,4/27/2013,7,Feel This Moment,Pitbull
32967,4/27/2013,8,Suit &amp; Tie,Justin Timberlake
32968,4/27/2013,9,Heart Attack,Demi Lovato
32969,4/27/2013,10,Started From The Bottom,Drake
32970,4/27/2013,11,Mama's Broken Heart,Miranda Lambert
32971,4/27/2013,12,Harlem Shake,Baauer
32972,4/27/2013,13,Radioactive,Imagine Dragons
32973,4/27/2013,14,Gentleman,PSY
32974,4/27/2013,15,Cruise,Florida Georgia Line
32975,4/27/2013,16,Crash My Party,Luke Bryan
32976,4/27/2013,17,The Way,Ariana Grande
32977,4/27/2013,18,Some Nights,Fun.
32978,4/27/2013,19,Pour It Up,Rihanna
32979,4/27/2013,20,F**kin Problems,A$AP Rocky
32980,4/27/2013,21,Power Trip,J. Cole
32981,4/27/2013,22,Wagon Wheel,Darius Rucker
32982,4/27/2013,23,Bugatti,Ace Hood
32983,4/27/2013,24,Bad,Wale
32984,4/27/2013,25,Ho Hey,Lumineers
32985,4/27/2013,26,Love Me,"Lil Wayne, Drake"
32986,4/27/2013,27,Carry On,Fun.
32987,4/27/2013,28,Downtown,Lady Antebellum
32988,4/27/2013,29,Get Your Shine On,Florida Georgia Line
32989,4/27/2013,30,Sweet Nothing,Calvin Harris
32990,4/27/2013,31,I Knew You Were Trouble,Taylor Swift
32991,4/27/2013,32,My Life,"50 Cent, Eminem"
32992,4/27/2013,33,Try,P!nk
32993,4/27/2013,34,Boys 'Round Here,Blake Shelton
32994,4/27/2013,35,The Only Way I Know,"Jason Aldean, Luke Bryan"
32995,4/27/2013,36,Madness,Muse
32996,4/27/2013,37,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
32997,4/27/2013,38,I Love It,Icona Pop
32998,4/27/2013,39,Sure Be Cool If You Did,Blake Shelton
32999,4/27/2013,40,Don't You Worry Child,Swedish House Mafia
33000,5/4/2013,1,Just Give Me A Reason,P!nk
33001,5/4/2013,2,Can't Hold Us,"Macklemore, Ryan Lewis"
33002,5/4/2013,3,Thrift Shop,"Macklemore, Ryan Lewis"
33003,5/4/2013,4,When I Was Your Man,Bruno Mars
33004,5/4/2013,5,Gentleman,PSY
33005,5/4/2013,6,Feel This Moment,Pitbull
33006,5/4/2013,7,Stay,Rihanna
33007,5/4/2013,8,Started From The Bottom,Drake
33008,5/4/2013,9,Suit &amp; Tie,Justin Timberlake
33009,5/4/2013,10,Get Lucky,Daft Punk
33010,5/4/2013,11,Crash My Party,Luke Bryan
33011,5/4/2013,12,Mirrors,Justin Timberlake
33012,5/4/2013,13,Heart Attack,Demi Lovato
33013,5/4/2013,14,Power Trip,J. Cole
33014,5/4/2013,15,Mama's Broken Heart,Miranda Lambert
33015,5/4/2013,16,Wagon Wheel,Darius Rucker
33016,5/4/2013,17,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33017,5/4/2013,18,Cruise,Florida Georgia Line
33018,5/4/2013,19,Come And Get It,Selena Gomez
33019,5/4/2013,20,Pour It Up,Rihanna
33020,5/4/2013,21,Harlem Shake,Baauer
33021,5/4/2013,22,Bad,Wale
33022,5/4/2013,23,Radioactive,Imagine Dragons
33023,5/4/2013,24,Some Nights,Fun.
33024,5/4/2013,25,Downtown,Lady Antebellum
33025,5/4/2013,26,Bugatti,Ace Hood
33026,5/4/2013,27,The Way,Ariana Grande
33027,5/4/2013,28,Carry On,Fun.
33028,5/4/2013,29,F**kin Problems,A$AP Rocky
33029,5/4/2013,30,Boys 'Round Here,Blake Shelton
33030,5/4/2013,31,Ho Hey,Lumineers
33031,5/4/2013,32,The Only Way I Know,"Jason Aldean, Luke Bryan"
33032,5/4/2013,33,Sure Be Cool If You Did,Blake Shelton
33033,5/4/2013,34,Get Your Shine On,Florida Georgia Line
33034,5/4/2013,35,Love Me,"Lil Wayne, Drake"
33035,5/4/2013,36,Madness,Muse
33036,5/4/2013,37,I Love It,Icona Pop
33037,5/4/2013,38,Try,P!nk
33038,5/4/2013,39,My Life,"50 Cent, Eminem"
33039,5/4/2013,40,Sail,Awolnation
33040,5/11/2013,1,Just Give Me A Reason,P!nk
33041,5/11/2013,2,Can't Hold Us,"Macklemore, Ryan Lewis"
33042,5/11/2013,3,Stay,Rihanna
33043,5/11/2013,4,Thrift Shop,"Macklemore, Ryan Lewis"
33044,5/11/2013,5,Mirrors,Justin Timberlake
33045,5/11/2013,6,I Love It,Icona Pop
33046,5/11/2013,7,When I Was Your Man,Bruno Mars
33047,5/11/2013,8,Feel This Moment,Pitbull
33048,5/11/2013,9,Get Lucky,Daft Punk
33049,5/11/2013,10,Radioactive,Imagine Dragons
33050,5/11/2013,11,Started From The Bottom,Drake
33051,5/11/2013,12,Suit &amp; Tie,Justin Timberlake
33052,5/11/2013,13,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33053,5/11/2013,14,Wagon Wheel,Darius Rucker
33054,5/11/2013,15,#Thatpower,Will.i.am
33055,5/11/2013,16,Crash My Party,Luke Bryan
33056,5/11/2013,17,The Way,Ariana Grande
33057,5/11/2013,18,Heart Attack,Demi Lovato
33058,5/11/2013,19,Bugatti,Ace Hood
33059,5/11/2013,20,Mama's Broken Heart,Miranda Lambert
33060,5/11/2013,21,Bad,Wale
33061,5/11/2013,22,Come And Get It,Selena Gomez
33062,5/11/2013,23,Power Trip,J. Cole
33063,5/11/2013,24,Harlem Shake,Baauer
33064,5/11/2013,25,Boys 'Round Here,Blake Shelton
33065,5/11/2013,26,Carry On,Fun.
33066,5/11/2013,27,Love Me,"Lil Wayne, Drake"
33067,5/11/2013,28,Downtown,Lady Antebellum
33068,5/11/2013,29,Get Your Shine On,Florida Georgia Line
33069,5/11/2013,30,My Life,"50 Cent, Eminem"
33070,5/11/2013,31,Body Party,Ciara
33071,5/11/2013,32,Some Nights,Fun.
33072,5/11/2013,33,Next To Me,Emeli Sande
33073,5/11/2013,34,Alive,Krewella
33074,5/11/2013,35,Ho Hey,Lumineers
33075,5/11/2013,36,Try,P!nk
33076,5/11/2013,37,The Only Way I Know,"Jason Aldean, Luke Bryan"
33077,5/11/2013,38,Sail,Awolnation
33078,5/11/2013,39,Sure Be Cool If You Did,Blake Shelton
33079,5/11/2013,40,Gentleman,PSY
33080,5/18/2013,1,Can't Hold Us,"Macklemore, Ryan Lewis"
33081,5/18/2013,2,Just Give Me A Reason,P!nk
33082,5/18/2013,3,Mirrors,Justin Timberlake
33083,5/18/2013,4,Stay,Rihanna
33084,5/18/2013,5,When I Was Your Man,Bruno Mars
33085,5/18/2013,6,I Love It,Icona Pop
33086,5/18/2013,7,Radioactive,Imagine Dragons
33087,5/18/2013,8,Thrift Shop,"Macklemore, Ryan Lewis"
33088,5/18/2013,9,Cruise,Florida Georgia Line
33089,5/18/2013,10,Feel This Moment,Pitbull
33090,5/18/2013,11,Come And Get It,Selena Gomez
33091,5/18/2013,12,Started From The Bottom,Drake
33092,5/18/2013,13,Wagon Wheel,Darius Rucker
33093,5/18/2013,14,Get Lucky,Daft Punk
33094,5/18/2013,15,The Way,Ariana Grande
33095,5/18/2013,16,Suit &amp; Tie,Justin Timberlake
33096,5/18/2013,17,Crash My Party,Luke Bryan
33097,5/18/2013,18,#Thatpower,Will.i.am
33098,5/18/2013,19,Carry On,Fun.
33099,5/18/2013,20,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33100,5/18/2013,21,Power Trip,J. Cole
33101,5/18/2013,22,Heart Attack,Demi Lovato
33102,5/18/2013,23,Mama's Broken Heart,Miranda Lambert
33103,5/18/2013,24,My Life,"50 Cent, Eminem"
33104,5/18/2013,25,Harlem Shake,Baauer
33105,5/18/2013,26,Bad,Wale
33106,5/18/2013,27,Ho Hey,Lumineers
33107,5/18/2013,28,Boys 'Round Here,Blake Shelton
33108,5/18/2013,29,Alive,Krewella
33109,5/18/2013,30,Sail,Awolnation
33110,5/18/2013,31,Love Me,"Lil Wayne, Drake"
33111,5/18/2013,32,Get Your Shine On,Florida Georgia Line
33112,5/18/2013,33,Try,P!nk
33113,5/18/2013,34,Sure Be Cool If You Did,Blake Shelton
33114,5/18/2013,35,Bugatti,Ace Hood
33115,5/18/2013,36,Some Nights,Fun.
33116,5/18/2013,37,Gentleman,PSY
33117,5/18/2013,38,The Only Way I Know,"Jason Aldean, Luke Bryan"
33118,5/18/2013,39,Downtown,Lady Antebellum
33119,5/18/2013,40,Fine China,Chris Brown
33120,5/25/2013,1,Can't Hold Us,"Macklemore, Ryan Lewis"
33121,5/25/2013,2,Just Give Me A Reason,P!nk
33122,5/25/2013,3,Mirrors,Justin Timberlake
33123,5/25/2013,4,When I Was Your Man,Bruno Mars
33124,5/25/2013,5,Stay,Rihanna
33125,5/25/2013,6,Come And Get It,Selena Gomez
33126,5/25/2013,7,I Love It,Icona Pop
33127,5/25/2013,8,Cruise,Florida Georgia Line
33128,5/25/2013,9,Thrift Shop,"Macklemore, Ryan Lewis"
33129,5/25/2013,10,The Way,Ariana Grande
33130,5/25/2013,11,Radioactive,Imagine Dragons
33131,5/25/2013,12,Heart Attack,Demi Lovato
33132,5/25/2013,13,Get Lucky,Daft Punk
33133,5/25/2013,14,Suit &amp; Tie,Justin Timberlake
33134,5/25/2013,15,Boys 'Round Here,Blake Shelton
33135,5/25/2013,16,Started From The Bottom,Drake
33136,5/25/2013,17,Feel This Moment,Pitbull
33137,5/25/2013,18,Wagon Wheel,Darius Rucker
33138,5/25/2013,19,#Beautiful,Mariah Carey
33139,5/25/2013,20,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33140,5/25/2013,21,Power Trip,J. Cole
33141,5/25/2013,22,#Thatpower,Will.i.am
33142,5/25/2013,23,Highway Don't Care,Tim McGraw
33143,5/25/2013,24,Mama's Broken Heart,Miranda Lambert
33144,5/25/2013,25,Ho Hey,Lumineers
33145,5/25/2013,26,Bugatti,Ace Hood
33146,5/25/2013,27,Here's To Never Growing Up,Avril Lavigne
33147,5/25/2013,28,Crash My Party,Luke Bryan
33148,5/25/2013,29,Sail,Awolnation
33149,5/25/2013,30,Fine China,Chris Brown
33150,5/25/2013,31,Alive,Krewella
33151,5/25/2013,32,My Life,"50 Cent, Eminem"
33152,5/25/2013,33,Carry On,Fun.
33153,5/25/2013,34,Get Your Shine On,Florida Georgia Line
33154,5/25/2013,35,Downtown,Lady Antebellum
33155,5/25/2013,36,Sure Be Cool If You Did,Blake Shelton
33156,5/25/2013,37,Bad,Wale
33157,5/25/2013,38,The Only Way I Know,"Jason Aldean, Luke Bryan"
33158,5/25/2013,39,Gentleman,PSY
33159,5/25/2013,40,Love Me,"Lil Wayne, Drake"
33160,6/1/2013,1,Can't Hold Us,"Macklemore, Ryan Lewis"
33161,6/1/2013,2,Just Give Me A Reason,P!nk
33162,6/1/2013,3,Mirrors,Justin Timberlake
33163,6/1/2013,4,When I Was Your Man,Bruno Mars
33164,6/1/2013,5,Stay,Rihanna
33165,6/1/2013,6,Cruise,Florida Georgia Line
33166,6/1/2013,7,I Love It,Icona Pop
33167,6/1/2013,8,Radioactive,Imagine Dragons
33168,6/1/2013,9,Come And Get It,Selena Gomez
33169,6/1/2013,10,Blurred Lines,Robin Thicke
33170,6/1/2013,11,Get Lucky,Daft Punk
33171,6/1/2013,12,Thrift Shop,"Macklemore, Ryan Lewis"
33172,6/1/2013,13,Heart Attack,Demi Lovato
33173,6/1/2013,14,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33174,6/1/2013,15,#Beautiful,Mariah Carey
33175,6/1/2013,16,Started From The Bottom,Drake
33176,6/1/2013,17,Young And Beautiful,Lana Del Rey
33177,6/1/2013,18,#Thatpower,Will.i.am
33178,6/1/2013,19,The Way,Ariana Grande
33179,6/1/2013,20,Boys 'Round Here,Blake Shelton
33180,6/1/2013,21,Bugatti,Ace Hood
33181,6/1/2013,22,Suit &amp; Tie,Justin Timberlake
33182,6/1/2013,23,Highway Don't Care,Tim McGraw
33183,6/1/2013,24,Power Trip,J. Cole
33184,6/1/2013,25,Fine China,Chris Brown
33185,6/1/2013,26,Clarity,Zedd
33186,6/1/2013,27,Wagon Wheel,Darius Rucker
33187,6/1/2013,28,Crash My Party,Luke Bryan
33188,6/1/2013,29,Feel This Moment,Pitbull
33189,6/1/2013,30,Give It All We Got Tonight,George Strait
33190,6/1/2013,31,"Bitch, Don't Kill My Vibe",Kendrick Lamar
33191,6/1/2013,32,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
33192,6/1/2013,33,My Life,"50 Cent, Eminem"
33193,6/1/2013,34,Ho Hey,Lumineers
33194,6/1/2013,35,Sure Be Cool If You Did,Blake Shelton
33195,6/1/2013,36,The Other Side,Jason Derulo
33196,6/1/2013,37,The Only Way I Know,"Jason Aldean, Luke Bryan"
33197,6/1/2013,38,Here's To Never Growing Up,Avril Lavigne
33198,6/1/2013,39,Downtown,Lady Antebellum
33199,6/1/2013,40,Alive,Krewella
33200,6/8/2013,1,Can't Hold Us,"Macklemore, Ryan Lewis"
33201,6/8/2013,2,Just Give Me A Reason,P!nk
33202,6/8/2013,3,Mirrors,Justin Timberlake
33203,6/8/2013,4,Get Lucky,Daft Punk
33204,6/8/2013,5,Cruise,Florida Georgia Line
33205,6/8/2013,6,Come And Get It,Selena Gomez
33206,6/8/2013,7,Stay,Rihanna
33207,6/8/2013,8,Blurred Lines,Robin Thicke
33208,6/8/2013,9,I Love It,Icona Pop
33209,6/8/2013,10,When I Was Your Man,Bruno Mars
33210,6/8/2013,11,Thrift Shop,"Macklemore, Ryan Lewis"
33211,6/8/2013,12,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33212,6/8/2013,13,Heart Attack,Demi Lovato
33213,6/8/2013,14,#Beautiful,Mariah Carey
33214,6/8/2013,15,Radioactive,Imagine Dragons
33215,6/8/2013,16,Boys 'Round Here,Blake Shelton
33216,6/8/2013,17,Started From The Bottom,Drake
33217,6/8/2013,18,Crash My Party,Luke Bryan
33218,6/8/2013,19,Fine China,Chris Brown
33219,6/8/2013,20,#Thatpower,Will.i.am
33220,6/8/2013,21,The Way,Ariana Grande
33221,6/8/2013,22,Clarity,Zedd
33222,6/8/2013,23,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
33223,6/8/2013,24,Suit &amp; Tie,Justin Timberlake
33224,6/8/2013,25,Young And Beautiful,Lana Del Rey
33225,6/8/2013,26,Highway Don't Care,Tim McGraw
33226,6/8/2013,27,Wagon Wheel,Darius Rucker
33227,6/8/2013,28,The Other Side,Jason Derulo
33228,6/8/2013,29,Power Trip,J. Cole
33229,6/8/2013,30,"Bitch, Don't Kill My Vibe",Kendrick Lamar
33230,6/8/2013,31,Bugatti,Ace Hood
33231,6/8/2013,32,Feel This Moment,Pitbull
33232,6/8/2013,33,Here's To Never Growing Up,Avril Lavigne
33233,6/8/2013,34,Treasure,Bruno Mars
33234,6/8/2013,35,Downtown,Lady Antebellum
33235,6/8/2013,36,Alive,Krewella
33236,6/8/2013,37,The Only Way I Know,"Jason Aldean, Luke Bryan"
33237,6/8/2013,38,Give It All We Got Tonight,George Strait
33238,6/8/2013,39,My Life,"50 Cent, Eminem"
33239,6/8/2013,40,Lego House,Ed Sheeran
33240,6/15/2013,1,Can't Hold Us,"Macklemore, Ryan Lewis"
33241,6/15/2013,2,Mirrors,Justin Timberlake
33242,6/15/2013,3,Get Lucky,Daft Punk
33243,6/15/2013,4,Just Give Me A Reason,P!nk
33244,6/15/2013,5,Cruise,Florida Georgia Line
33245,6/15/2013,6,Blurred Lines,Robin Thicke
33246,6/15/2013,7,Stay,Rihanna
33247,6/15/2013,8,I Love It,Icona Pop
33248,6/15/2013,9,Come And Get It,Selena Gomez
33249,6/15/2013,10,The Way,Ariana Grande
33250,6/15/2013,11,Boys 'Round Here,Blake Shelton
33251,6/15/2013,12,We Own It (Fast &amp; Furious),2 Chainz
33252,6/15/2013,13,#Beautiful,Mariah Carey
33253,6/15/2013,14,When I Was Your Man,Bruno Mars
33254,6/15/2013,15,Radioactive,Imagine Dragons
33255,6/15/2013,16,Thrift Shop,"Macklemore, Ryan Lewis"
33256,6/15/2013,17,Fine China,Chris Brown
33257,6/15/2013,18,#Thatpower,Will.i.am
33258,6/15/2013,19,Clarity,Zedd
33259,6/15/2013,20,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33260,6/15/2013,21,Heart Attack,Demi Lovato
33261,6/15/2013,22,Highway Don't Care,Tim McGraw
33262,6/15/2013,23,Started From The Bottom,Drake
33263,6/15/2013,24,Treasure,Bruno Mars
33264,6/15/2013,25,Suit &amp; Tie,Justin Timberlake
33265,6/15/2013,26,The Other Side,Jason Derulo
33266,6/15/2013,27,Power Trip,J. Cole
33267,6/15/2013,28,Give It All We Got Tonight,George Strait
33268,6/15/2013,29,Crash My Party,Luke Bryan
33269,6/15/2013,30,"Bitch, Don't Kill My Vibe",Kendrick Lamar
33270,6/15/2013,31,Love Somebody,Maroon 5
33271,6/15/2013,32,Wagon Wheel,Darius Rucker
33272,6/15/2013,33,Bugatti,Ace Hood
33273,6/15/2013,34,Young And Beautiful,Lana Del Rey
33274,6/15/2013,35,Here's To Never Growing Up,Avril Lavigne
33275,6/15/2013,36,My Life,"50 Cent, Eminem"
33276,6/15/2013,37,The Only Way I Know,"Jason Aldean, Luke Bryan"
33277,6/15/2013,38,Alive,Krewella
33278,6/15/2013,39,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
33279,6/15/2013,40,Feel This Moment,Pitbull
33280,6/22/2013,1,Blurred Lines,Robin Thicke
33281,6/22/2013,2,Can't Hold Us,"Macklemore, Ryan Lewis"
33282,6/22/2013,3,Get Lucky,Daft Punk
33283,6/22/2013,4,Mirrors,Justin Timberlake
33284,6/22/2013,5,Cruise,Florida Georgia Line
33285,6/22/2013,6,The Way,Ariana Grande
33286,6/22/2013,7,Radioactive,Imagine Dragons
33287,6/22/2013,8,Come And Get It,Selena Gomez
33288,6/22/2013,9,We Can't Stop,Miley Cyrus
33289,6/22/2013,10,Just Give Me A Reason,P!nk
33290,6/22/2013,11,I Love It,Icona Pop
33291,6/22/2013,12,#Beautiful,Mariah Carey
33292,6/22/2013,13,Treasure,Bruno Mars
33293,6/22/2013,14,Stay,Rihanna
33294,6/22/2013,15,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33295,6/22/2013,16,Fine China,Chris Brown
33296,6/22/2013,17,Boys 'Round Here,Blake Shelton
33297,6/22/2013,18,We Own It (Fast &amp; Furious),2 Chainz
33298,6/22/2013,19,When I Was Your Man,Bruno Mars
33299,6/22/2013,20,Highway Don't Care,Tim McGraw
33300,6/22/2013,21,Heart Attack,Demi Lovato
33301,6/22/2013,22,Clarity,Zedd
33302,6/22/2013,23,Love Somebody,Maroon 5
33303,6/22/2013,24,The Other Side,Jason Derulo
33304,6/22/2013,25,Thrift Shop,"Macklemore, Ryan Lewis"
33305,6/22/2013,26,Crash My Party,Luke Bryan
33306,6/22/2013,27,Started From The Bottom,Drake
33307,6/22/2013,28,#Thatpower,Will.i.am
33308,6/22/2013,29,Wagon Wheel,Darius Rucker
33309,6/22/2013,30,Power Trip,J. Cole
33310,6/22/2013,31,I Want Crazy,Hunter Hayes
33311,6/22/2013,32,Give It All We Got Tonight,George Strait
33312,6/22/2013,33,Wasting All These Tears,Cassadee Pope
33313,6/22/2013,34,I Need Your Love,Calvin Harris
33314,6/22/2013,35,Suit &amp; Tie,Justin Timberlake
33315,6/22/2013,36,"Bitch, Don't Kill My Vibe",Kendrick Lamar
33316,6/22/2013,37,Alive,Krewella
33317,6/22/2013,38,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
33318,6/22/2013,39,Here's To Never Growing Up,Avril Lavigne
33319,6/22/2013,40,My Life,"50 Cent, Eminem"
33320,6/29/2013,1,Blurred Lines,Robin Thicke
33321,6/29/2013,2,Get Lucky,Daft Punk
33322,6/29/2013,3,Can't Hold Us,"Macklemore, Ryan Lewis"
33323,6/29/2013,4,Radioactive,Imagine Dragons
33324,6/29/2013,5,Mirrors,Justin Timberlake
33325,6/29/2013,6,Cruise,Florida Georgia Line
33326,6/29/2013,7,The Way,Ariana Grande
33327,6/29/2013,8,We Can't Stop,Miley Cyrus
33328,6/29/2013,9,I Love It,Icona Pop
33329,6/29/2013,10,Come And Get It,Selena Gomez
33330,6/29/2013,11,Treasure,Bruno Mars
33331,6/29/2013,12,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
33332,6/29/2013,13,Just Give Me A Reason,P!nk
