chart_order,week,position,song,artist,combo_str
21629,2015-01-03,20,Tuesday,I Love Makonnen,I Love MakonnenTuesday
21630,2015-01-03,21,Night Changes,One Direction,One DirectionNight Changes
21631,2015-01-03,34,L.A.Love (La La),Fergie,FergieL.A.Love (La La)
21632,2015-01-03,36,Cool Kids,Echosmith,EchosmithCool Kids
21633,2015-01-03,37,Stolen Dance,Milky Chance,Milky ChanceStolen Dance
21634,2015-01-03,40,Ghost,Ella Henderson,Ella HendersonGhost
21635,2015-01-10,1,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21636,2015-01-10,3,Take Me To Church,Hozier,HozierTake Me To Church
21637,2015-01-10,4,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21638,2015-01-10,5,All About That Bass,Meghan Trainor,Meghan TrainorAll About That Bass
21639,2015-01-10,6,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21640,2015-01-10,9,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21641,2015-01-10,10,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21642,2015-01-10,11,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21643,2015-01-10,13,CoCo,O.T. Genasis,O.T. GenasisCoCo
21644,2015-01-10,15,Animals,Maroon 5,Maroon 5Animals
21645,2015-01-10,16,Night Changes,One Direction,One DirectionNight Changes
21646,2015-01-10,18,Habits (Stay High),Tove Lo,Tove LoHabits (Stay High)
21647,2015-01-10,20,Tuesday,I Love Makonnen,I Love MakonnenTuesday
21648,2015-01-10,34,L.A.Love (La La),Fergie,FergieL.A.Love (La La)
21649,2015-01-10,36,Cool Kids,Echosmith,EchosmithCool Kids
21650,2015-01-10,38,Sledgehammer,Fifth Harmony,Fifth HarmonySledgehammer
21651,2015-01-10,39,Ghost,Ella Henderson,Ella HendersonGhost
21652,2015-01-10,40,Stolen Dance,Milky Chance,Milky ChanceStolen Dance
21653,2015-01-17,2,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21654,2015-01-17,3,Take Me To Church,Hozier,HozierTake Me To Church
21655,2015-01-17,4,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21656,2015-01-17,5,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21657,2015-01-17,6,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21658,2015-01-17,8,All About That Bass,Meghan Trainor,Meghan TrainorAll About That Bass
21659,2015-01-17,9,CoCo,O.T. Genasis,O.T. GenasisCoCo
21660,2015-01-17,10,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21661,2015-01-17,12,Night Changes,One Direction,One DirectionNight Changes
21662,2015-01-17,13,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21663,2015-01-17,18,Animals,Maroon 5,Maroon 5Animals
21664,2015-01-17,23,Habits (Stay High),Tove Lo,Tove LoHabits (Stay High)
21665,2015-01-17,27,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21666,2015-01-17,28,Tuesday,I Love Makonnen,I Love MakonnenTuesday
21667,2015-01-17,32,L.A.Love (La La),Fergie,FergieL.A.Love (La La)
21668,2015-01-17,33,Sledgehammer,Fifth Harmony,Fifth HarmonySledgehammer
21669,2015-01-17,36,Ghost,Ella Henderson,Ella HendersonGhost
21670,2015-01-17,40,Cool Kids,Echosmith,EchosmithCool Kids
21671,2015-01-24,2,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21672,2015-01-24,3,Take Me To Church,Hozier,HozierTake Me To Church
21673,2015-01-24,4,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21674,2015-01-24,5,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21675,2015-01-24,6,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21676,2015-01-24,7,Night Changes,One Direction,One DirectionNight Changes
21677,2015-01-24,8,CoCo,O.T. Genasis,O.T. GenasisCoCo
21678,2015-01-24,10,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21679,2015-01-24,13,All About That Bass,Meghan Trainor,Meghan TrainorAll About That Bass
21680,2015-01-24,16,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21681,2015-01-24,20,Ghost,Ella Henderson,Ella HendersonGhost
21682,2015-01-24,25,Habits (Stay High),Tove Lo,Tove LoHabits (Stay High)
21683,2015-01-24,26,Animals,Maroon 5,Maroon 5Animals
21684,2015-01-24,31,L.A.Love (La La),Fergie,FergieL.A.Love (La La)
21685,2015-01-24,33,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21686,2015-01-24,35,Cool Kids,Echosmith,EchosmithCool Kids
21687,2015-01-24,36,Tuesday,I Love Makonnen,I Love MakonnenTuesday
21688,2015-01-31,2,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21689,2015-01-31,3,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21690,2015-01-31,4,Take Me To Church,Hozier,HozierTake Me To Church
21691,2015-01-31,6,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21692,2015-01-31,7,Sugar,Maroon 5,Maroon 5Sugar
21693,2015-01-31,8,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21694,2015-01-31,12,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21695,2015-01-31,13,Night Changes,One Direction,One DirectionNight Changes
21696,2015-01-31,14,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21697,2015-01-31,15,CoCo,O.T. Genasis,O.T. GenasisCoCo
21698,2015-01-31,16,All About That Bass,Meghan Trainor,Meghan TrainorAll About That Bass
21699,2015-01-31,18,Ghost,Ella Henderson,Ella HendersonGhost
21700,2015-01-31,28,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21701,2015-01-31,29,Habits (Stay High),Tove Lo,Tove LoHabits (Stay High)
21702,2015-01-31,30,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21703,2015-01-31,31,Animals,Maroon 5,Maroon 5Animals
21704,2015-01-31,35,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21705,2015-01-31,38,L.A.Love (La La),Fergie,FergieL.A.Love (La La)
21706,2015-01-31,40,Cool Kids,Echosmith,EchosmithCool Kids
21707,2015-02-07,2,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21708,2015-02-07,3,Take Me To Church,Hozier,HozierTake Me To Church
21709,2015-02-07,4,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21710,2015-02-07,6,Sugar,Maroon 5,Maroon 5Sugar
21711,2015-02-07,7,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21712,2015-02-07,8,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21713,2015-02-07,9,CoCo,O.T. Genasis,O.T. GenasisCoCo
21714,2015-02-07,10,Jealous,Nick Jonas,Nick JonasJealous
21715,2015-02-07,11,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21716,2015-02-07,14,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21717,2015-02-07,16,Ghost,Ella Henderson,Ella HendersonGhost
21718,2015-02-07,19,Night Changes,One Direction,One DirectionNight Changes
21719,2015-02-07,22,All About That Bass,Meghan Trainor,Meghan TrainorAll About That Bass
21720,2015-02-07,24,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21721,2015-02-07,25,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21722,2015-02-07,27,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21723,2015-02-07,34,Habits (Stay High),Tove Lo,Tove LoHabits (Stay High)
21724,2015-02-07,35,Prayer In C (Robin Schulz Remix),Lilly Wood,Lilly WoodPrayer In C (Robin Schulz Remix)
21725,2015-02-07,36,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21726,2015-02-14,2,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21727,2015-02-14,3,Take Me To Church,Hozier,HozierTake Me To Church
21728,2015-02-14,4,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21729,2015-02-14,5,Sugar,Maroon 5,Maroon 5Sugar
21730,2015-02-14,6,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21731,2015-02-14,7,Jealous,Nick Jonas,Nick JonasJealous
21732,2015-02-14,8,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21733,2015-02-14,10,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21734,2015-02-14,12,CoCo,O.T. Genasis,O.T. GenasisCoCo
21735,2015-02-14,14,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21736,2015-02-14,20,Ghost,Ella Henderson,Ella HendersonGhost
21737,2015-02-14,21,All About That Bass,Meghan Trainor,Meghan TrainorAll About That Bass
21738,2015-02-14,23,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21739,2015-02-14,24,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21740,2015-02-14,25,Night Changes,One Direction,One DirectionNight Changes
21741,2015-02-14,26,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21742,2015-02-14,34,Prayer In C (Robin Schulz Remix),Lilly Wood,Lilly WoodPrayer In C (Robin Schulz Remix)
21743,2015-02-14,35,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21744,2015-02-14,38,Habits (Stay High),Tove Lo,Tove LoHabits (Stay High)
21745,2015-02-14,40,Centuries,Fall Out Boy,Fall Out BoyCenturies
21746,2015-02-21,2,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21747,2015-02-21,3,Take Me To Church,Hozier,HozierTake Me To Church
21748,2015-02-21,4,Sugar,Maroon 5,Maroon 5Sugar
21749,2015-02-21,5,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21750,2015-02-21,7,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21751,2015-02-21,8,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21752,2015-02-21,11,Jealous,Nick Jonas,Nick JonasJealous
21753,2015-02-21,14,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21754,2015-02-21,15,CoCo,O.T. Genasis,O.T. GenasisCoCo
21755,2015-02-21,17,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21756,2015-02-21,19,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21757,2015-02-21,22,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21758,2015-02-21,24,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21759,2015-02-21,26,Ghost,Ella Henderson,Ella HendersonGhost
21760,2015-02-21,27,All About That Bass,Meghan Trainor,Meghan TrainorAll About That Bass
21761,2015-02-21,29,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21762,2015-02-21,32,Prayer In C (Robin Schulz Remix),Lilly Wood,Lilly WoodPrayer In C (Robin Schulz Remix)
21763,2015-02-21,35,Work It,Missy Elliott,Missy ElliottWork It
21764,2015-02-21,39,Habits (Stay High),Tove Lo,Tove LoHabits (Stay High)
21765,2015-02-21,40,Centuries,Fall Out Boy,Fall Out BoyCenturies
21766,2015-02-28,2,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21767,2015-02-28,3,Take Me To Church,Hozier,HozierTake Me To Church
21768,2015-02-28,5,Sugar,Maroon 5,Maroon 5Sugar
21769,2015-02-28,6,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21770,2015-02-28,8,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21771,2015-02-28,10,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21772,2015-02-28,12,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21773,2015-02-28,13,Jealous,Nick Jonas,Nick JonasJealous
21774,2015-02-28,15,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21775,2015-02-28,16,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21776,2015-02-28,18,CoCo,O.T. Genasis,O.T. GenasisCoCo
21777,2015-02-28,21,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21778,2015-02-28,22,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21779,2015-02-28,24,Somebody,Natalie La Rose,Natalie La RoseSomebody
21780,2015-02-28,28,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21781,2015-02-28,30,Ghost,Ella Henderson,Ella HendersonGhost
21782,2015-02-28,35,Work It,Missy Elliott,Missy ElliottWork It
21783,2015-02-28,38,Prayer In C (Robin Schulz Remix),Lilly Wood,Lilly WoodPrayer In C (Robin Schulz Remix)
21784,2015-02-28,39,Centuries,Fall Out Boy,Fall Out BoyCenturies
21785,2015-02-28,40,Habits (Stay High),Tove Lo,Tove LoHabits (Stay High)
21786,2015-03-07,2,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21787,2015-03-07,3,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21788,2015-03-07,4,Sugar,Maroon 5,Maroon 5Sugar
21789,2015-03-07,5,Take Me To Church,Hozier,HozierTake Me To Church
21790,2015-03-07,9,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21791,2015-03-07,10,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21792,2015-03-07,12,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21793,2015-03-07,14,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21794,2015-03-07,15,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21795,2015-03-07,17,Jealous,Nick Jonas,Nick JonasJealous
21796,2015-03-07,19,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21797,2015-03-07,20,Somebody,Natalie La Rose,Natalie La RoseSomebody
21798,2015-03-07,22,CoCo,O.T. Genasis,O.T. GenasisCoCo
21799,2015-03-07,25,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21800,2015-03-07,28,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21801,2015-03-07,29,Ghost,Ella Henderson,Ella HendersonGhost
21802,2015-03-07,30,One Last Time,Ariana Grande,Ariana GrandeOne Last Time
21803,2015-03-07,38,Centuries,Fall Out Boy,Fall Out BoyCenturies
21804,2015-03-07,40,Prayer In C (Robin Schulz Remix),Lilly Wood,Lilly WoodPrayer In C (Robin Schulz Remix)
21805,2015-03-14,2,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21806,2015-03-14,3,Sugar,Maroon 5,Maroon 5Sugar
21807,2015-03-14,4,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21808,2015-03-14,6,Take Me To Church,Hozier,HozierTake Me To Church
21809,2015-03-14,7,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21810,2015-03-14,11,I Want You To Know,Zedd,ZeddI Want You To Know
21811,2015-03-14,12,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21812,2015-03-14,13,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21813,2015-03-14,15,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21814,2015-03-14,19,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21815,2015-03-14,20,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21816,2015-03-14,22,CoCo,O.T. Genasis,O.T. GenasisCoCo
21817,2015-03-14,25,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21818,2015-03-14,26,Jealous,Nick Jonas,Nick JonasJealous
21819,2015-03-14,27,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21820,2015-03-14,28,Somebody,Natalie La Rose,Natalie La RoseSomebody
21821,2015-03-14,33,Shut Up And Dance,Walk The Moon,Walk The MoonShut Up And Dance
21822,2015-03-14,34,Ghost,Ella Henderson,Ella HendersonGhost
21823,2015-03-14,37,One Last Time,Ariana Grande,Ariana GrandeOne Last Time
21824,2015-03-14,38,Centuries,Fall Out Boy,Fall Out BoyCenturies
21825,2015-03-14,39,Chains,Nick Jonas,Nick JonasChains
21826,2015-03-21,2,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21827,2015-03-21,3,Sugar,Maroon 5,Maroon 5Sugar
21828,2015-03-21,4,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21829,2015-03-21,7,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21830,2015-03-21,9,Take Me To Church,Hozier,HozierTake Me To Church
21831,2015-03-21,10,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21832,2015-03-21,12,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21833,2015-03-21,13,I Want You To Know,Zedd,ZeddI Want You To Know
21834,2015-03-21,15,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21835,2015-03-21,20,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21836,2015-03-21,21,CoCo,O.T. Genasis,O.T. GenasisCoCo
21837,2015-03-21,23,Jealous,Nick Jonas,Nick JonasJealous
21838,2015-03-21,24,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21839,2015-03-21,25,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21840,2015-03-21,28,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21841,2015-03-21,30,Shut Up And Dance,Walk The Moon,Walk The MoonShut Up And Dance
21842,2015-03-21,32,Chains,Nick Jonas,Nick JonasChains
21843,2015-03-21,33,One Last Time,Ariana Grande,Ariana GrandeOne Last Time
21844,2015-03-21,34,Somebody,Natalie La Rose,Natalie La RoseSomebody
21845,2015-03-21,39,Ghost,Ella Henderson,Ella HendersonGhost
21846,2015-03-21,40,Homegrown,Zac Brown Band,Zac Brown BandHomegrown
21847,2015-03-28,2,Sugar,Maroon 5,Maroon 5Sugar
21848,2015-03-28,3,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21849,2015-03-28,4,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21850,2015-03-28,9,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21851,2015-03-28,10,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21852,2015-03-28,11,Take Me To Church,Hozier,HozierTake Me To Church
21853,2015-03-28,12,I Want You To Know,Zedd,ZeddI Want You To Know
21854,2015-03-28,15,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21855,2015-03-28,18,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21856,2015-03-28,21,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21857,2015-03-28,23,The Hanging Tree,James Newton Howard,James Newton HowardThe Hanging Tree
21858,2015-03-28,24,Shut Up And Dance,Walk The Moon,Walk The MoonShut Up And Dance
21859,2015-03-28,25,Chains,Nick Jonas,Nick JonasChains
21860,2015-03-28,29,Believe,Mumford,MumfordBelieve
21861,2015-03-28,30,CoCo,O.T. Genasis,O.T. GenasisCoCo
21862,2015-03-28,31,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21863,2015-03-28,33,One Last Time,Ariana Grande,Ariana GrandeOne Last Time
21864,2015-03-28,34,I'm Not The Only One,Sam Smith,Sam SmithI'm Not The Only One
21865,2015-03-28,36,Jealous,Nick Jonas,Nick JonasJealous
21866,2015-03-28,39,Somebody,Natalie La Rose,Natalie La RoseSomebody
21867,2015-03-28,40,Homegrown,Zac Brown Band,Zac Brown BandHomegrown
21868,2015-04-04,2,Sugar,Maroon 5,Maroon 5Sugar
21869,2015-04-04,3,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21870,2015-04-04,4,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21871,2015-04-04,7,Trap Queen,Fetty Wap,Fetty WapTrap Queen
21872,2015-04-04,9,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21873,2015-04-04,12,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21874,2015-04-04,13,Take Me To Church,Hozier,HozierTake Me To Church
21875,2015-04-04,14,I Want You To Know,Zedd,ZeddI Want You To Know
21876,2015-04-04,20,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21877,2015-04-04,21,Shut Up And Dance,Walk The Moon,Walk The MoonShut Up And Dance
21878,2015-04-04,24,Want To Want Me,Jason Derulo,Jason DeruloWant To Want Me
21879,2015-04-04,25,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21880,2015-04-04,27,Believe,Mumford,MumfordBelieve
21881,2015-04-04,28,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21882,2015-04-04,29,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21883,2015-04-04,30,One Last Time,Ariana Grande,Ariana GrandeOne Last Time
21884,2015-04-04,32,Somebody,Natalie La Rose,Natalie La RoseSomebody
21885,2015-04-04,33,Talking Body,Tove Lo,Tove LoTalking Body
21886,2015-04-04,35,Homegrown,Zac Brown Band,Zac Brown BandHomegrown
21887,2015-04-04,36,CoCo,O.T. Genasis,O.T. GenasisCoCo
21888,2015-04-04,37,Chains,Nick Jonas,Nick JonasChains
21889,2015-04-04,40,Dear Future Husband,Meghan Trainor,Meghan TrainorDear Future Husband
21890,2015-04-11,2,Sugar,Maroon 5,Maroon 5Sugar
21891,2015-04-11,3,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21892,2015-04-11,4,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21893,2015-04-11,6,Trap Queen,Fetty Wap,Fetty WapTrap Queen
21894,2015-04-11,10,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21895,2015-04-11,11,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21896,2015-04-11,14,Take Me To Church,Hozier,HozierTake Me To Church
21897,2015-04-11,16,I Want You To Know,Zedd,ZeddI Want You To Know
21898,2015-04-11,17,Shut Up And Dance,Walk The Moon,Walk The MoonShut Up And Dance
21899,2015-04-11,23,Believe,Mumford,MumfordBelieve
21900,2015-04-11,24,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21901,2015-04-11,25,One Last Time,Ariana Grande,Ariana GrandeOne Last Time
21902,2015-04-11,26,Throw Sum Mo,Rae Sremmurd,Rae SremmurdThrow Sum Mo
21903,2015-04-11,27,Want To Want Me,Jason Derulo,Jason DeruloWant To Want Me
21904,2015-04-11,29,Homegrown,Zac Brown Band,Zac Brown BandHomegrown
21905,2015-04-11,31,Homegrown,Zac Brown Band,Zac Brown BandHomegrown
21906,2015-04-11,32,Take Your Time,Sam Hunt,Sam HuntTake Your Time
21907,2015-04-11,33,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21908,2015-04-11,36,Talking Body,Tove Lo,Tove LoTalking Body
21909,2015-04-11,38,Blank Space,Taylor Swift,Taylor SwiftBlank Space
21910,2015-04-11,39,Girl Crush,Little Big Town,Little Big TownGirl Crush
21911,2015-04-11,40,Somebody,Natalie La Rose,Natalie La RoseSomebody
21912,2015-04-18,2,Sugar,Maroon 5,Maroon 5Sugar
21913,2015-04-18,3,Love Me Like You Do,Ellie Goulding,Ellie GouldingLove Me Like You Do
21914,2015-04-18,5,Thinking Out Loud,Ed Sheeran,Ed SheeranThinking Out Loud
21915,2015-04-18,6,Trap Queen,Fetty Wap,Fetty WapTrap Queen
21916,2015-04-18,7,See You Again,Wiz Khalifa,Wiz KhalifaSee You Again
21917,2015-04-18,9,Shut Up And Dance,Walk The Moon,Walk The MoonShut Up And Dance
21918,2015-04-18,13,I Want You To Know,Zedd,ZeddI Want You To Know
21919,2015-04-18,15,Heartbeat Song,Kelly Clarkson,Kelly ClarksonHeartbeat Song
21920,2015-04-18,18,Time Of Our Lives,Pitbull,PitbullTime Of Our Lives
21921,2015-04-18,20,Take Me To Church,Hozier,HozierTake Me To Church
21922,2015-04-18,21,Throw Sum Mo,Rae Sremmurd,Rae SremmurdThrow Sum Mo
21923,2015-04-18,22,Believe,Mumford,MumfordBelieve
21924,2015-04-18,25,Want To Want Me,Jason Derulo,Jason DeruloWant To Want Me
21925,2015-04-18,29,One Last Time,Ariana Grande,Ariana GrandeOne Last Time
21926,2015-04-18,30,Lips Are Movin,Meghan Trainor,Meghan TrainorLips Are Movin
21927,2015-04-18,31,Homegrown,Zac Brown Band,Zac Brown BandHomegrown
21928,2015-04-18,32,Don't Tell 'Em,Jeremih,JeremihDon't Tell 'Em
21929,2015-04-18,33,Dear Future Husband,Meghan Trainor,Meghan TrainorDear Future Husband
21930,2015-04-18,34,Homegrown,Zac Brown Band,Zac Brown BandHomegrown
21931,2015-04-18,35,Girl Crush,Little Big Town,Little Big TownGirl Crush
